,team,opponent,date,min,win_or_lose,score,FGM,FGA,FG%,FG3M,FG3A,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
1416,LAC,LAL,12/29/2017,240,W,121,42,86,48.8,9,32,28.1,28,34,82.4,15,34,49,23,7,6,16,21,15
1417,LAL,LAC,12/29/2017,240,L,106,46,94,48.9,3,19,15.8,11,16,68.8,11,24,35,25,7,3,12,22,-15
1418,GSW,CHA,12/29/2017,240,L,100,40,87,46.0,8,22,36.4,12,13,92.3,8,35,43,32,6,5,18,25,-11
1419,CHA,GSW,12/29/2017,240,W,111,41,89,46.1,6,20,30.0,23,34,67.6,13,34,47,27,12,6,11,10,11
1420,MIN,MIL,12/28/2017,240,L,96,34,71,47.9,9,28,32.1,19,26,73.1,6,27,33,20,9,3,19,14,-6
1421,MIL,MIN,12/28/2017,240,W,102,41,75,54.7,5,15,33.3,15,16,93.8,7,29,36,23,10,0,18,18,6
1422,POR,PHI,12/28/2017,240,W,114,35,75,46.7,8,24,33.3,36,47,76.6,8,39,47,15,7,3,15,18,4
1423,PHI,POR,12/28/2017,240,L,110,42,87,48.3,16,32,50.0,10,14,71.4,5,32,37,28,8,2,14,26,-4
1424,ORL,DET,12/28/2017,240,W,102,37,82,45.1,11,26,42.3,17,17,100,9,39,48,22,10,3,19,17,13
1425,DET,ORL,12/28/2017,240,L,89,35,87,40.2,9,23,39.1,10,14,71.4,9,32,41,20,5,4,16,17,-13
1426,BOS,HOU,12/28/2017,240,W,99,37,82,45.1,8,29,27.6,17,24,70.8,10,34,44,18,9,8,17,22,1
1427,HOU,BOS,12/28/2017,240,L,98,30,80,37.5,14,43,32.6,24,31,77.4,7,36,43,16,9,3,17,23,-1
1428,NYK,SAS,12/28/2017,240,L,107,41,90,45.6,5,14,35.7,20,22,90.9,12,32,44,31,6,8,10,26,-12
1429,SAS,NYK,12/28/2017,240,W,119,41,80,51.3,9,20,45.0,28,39,71.8,10,33,43,28,2,4,9,18,12
1430,BKN,NOP,12/27/2017,240,L,113,41,90,45.6,19,38,50.0,12,14,85.7,10,33,43,26,8,3,17,18,-15
1431,NOP,BKN,12/27/2017,240,W,128,48,90,53.3,17,33,51.5,15,19,78.9,6,37,43,40,8,9,11,15,15
1432,TOR,OKC,12/27/2017,240,L,107,36,85,42.4,11,38,28.9,24,26,92.3,7,27,34,24,9,4,11,29,-17
1433,OKC,TOR,12/27/2017,240,W,124,46,87,52.9,9,25,36.0,23,33,69.7,15,37,52,25,9,7,12,26,17
1434,BOS,CHA,12/27/2017,240,W,102,37,78,47.4,15,34,44.1,13,13,100,6,37,43,20,4,7,16,20,11
1435,CHA,BOS,12/27/2017,240,L,91,32,87,36.8,7,23,30.4,20,29,69.0,19,33,52,15,7,3,12,11,-11
1436,DEN,MIN,12/27/2017,265,L,125,42,91,46.2,15,39,38.5,26,31,83.9,11,37,48,26,3,2,9,24,-3
1437,MIN,DEN,12/27/2017,265,W,128,47,90,52.2,12,29,41.4,22,30,73.3,7,35,42,27,4,7,6,26,3
1438,CLE,SAC,12/27/2017,240,L,95,32,74,43.2,12,31,38.7,19,25,76.0,7,30,37,19,9,4,12,15,-14
1439,SAC,CLE,12/27/2017,240,W,109,41,79,51.9,12,30,40.0,15,18,83.3,7,33,40,25,8,6,11,19,14
1440,ATL,WAS,12/27/2017,240,W,113,41,94,43.6,11,37,29.7,20,29,69.0,16,37,53,28,7,7,12,21,14
1441,WAS,ATL,12/27/2017,240,L,99,35,81,43.2,9,24,37.5,20,26,76.9,9,31,40,24,6,5,14,24,-14
1442,DAL,IND,12/27/2017,240,W,98,40,78,51.3,8,29,27.6,10,15,66.7,4,31,35,26,7,3,10,12,4
1443,IND,DAL,12/27/2017,240,L,94,38,79,48.1,10,25,40.0,8,10,80.0,7,32,39,27,8,4,15,17,-4
1444,CHI,NYK,12/27/2017,240,W,92,35,86,40.7,10,28,35.7,12,16,75.0,4,46,50,23,9,3,15,15,5
1445,NYK,CHI,12/27/2017,240,L,87,37,91,40.7,4,23,17.4,9,13,69.2,7,44,51,21,6,5,12,17,-5
1446,MEM,LAL,12/27/2017,240,W,109,35,71,49.3,5,21,23.8,34,39,87.2,5,32,37,20,3,9,11,20,10
1447,LAL,MEM,12/27/2017,240,L,99,35,93,37.6,8,28,28.6,21,33,63.6,22,27,49,14,5,4,12,26,-10
1448,UTA,GSW,12/27/2017,240,L,101,37,92,40.2,6,23,26.1,21,27,77.8,10,33,43,21,10,2,13,22,-25
1449,GSW,UTA,12/27/2017,240,W,126,51,86,59.3,11,23,47.8,13,17,76.5,4,46,50,37,8,7,16,18,25
1450,DEN,UTA,12/26/2017,240,W,107,39,81,48.1,11,30,36.7,18,22,81.8,10,43,53,23,3,1,10,21,24
1451,UTA,DEN,12/26/2017,240,L,83,27,84,32.1,10,35,28.6,19,23,82.6,12,30,42,19,7,0,7,22,-24
1452,DAL,TOR,12/26/2017,240,W,98,40,94,42.6,6,24,25.0,12,16,75.0,16,40,56,20,5,11,14,24,5
1453,TOR,DAL,12/26/2017,240,L,93,30,89,33.7,9,31,29.0,24,32,75.0,16,37,53,16,10,7,12,24,-5
1454,MIL,CHI,12/26/2017,240,L,106,39,83,47.0,10,31,32.3,18,24,75.0,4,37,41,23,2,8,20,21,-9
1455,CHI,MIL,12/26/2017,240,W,115,45,103,43.7,10,28,35.7,15,25,60.0,15,32,47,26,11,3,7,19,9
1456,IND,DET,12/26/2017,240,L,83,34,77,44.2,6,21,28.6,9,13,69.2,5,21,26,18,6,3,12,19,-24
1457,DET,IND,12/26/2017,240,W,107,41,82,50.0,12,34,35.3,13,16,81.3,10,36,46,26,5,1,13,17,24
1458,MIA,ORL,12/26/2017,240,W,107,41,91,45.1,11,33,33.3,14,17,82.4,16,37,53,22,11,5,17,20,18
1459,ORL,MIA,12/26/2017,240,L,89,33,81,40.7,5,20,25.0,18,22,81.8,10,32,42,14,8,5,17,20,-18
1460,LAC,SAC,12/26/2017,240,W,122,44,81,54.3,13,31,41.9,21,27,77.8,9,40,49,31,7,8,13,13,27
1461,SAC,LAC,12/26/2017,240,L,95,40,96,41.7,7,22,31.8,8,12,66.7,10,27,37,25,11,7,10,19,-27
1462,PHX,MEM,12/26/2017,240,W,99,32,72,44.4,8,22,36.4,27,35,77.1,6,35,41,24,5,5,21,29,2
1463,MEM,PHX,12/26/2017,240,L,97,35,87,40.2,3,20,15.0,24,29,82.8,10,28,38,12,10,11,10,28,-2
1464,BKN,SAS,12/26/2017,240,L,97,39,93,41.9,12,32,37.5,7,9,77.8,12,33,45,23,5,0,13,18,-12
1465,SAS,BKN,12/26/2017,240,W,109,41,80,51.3,7,16,43.8,20,24,83.3,5,38,43,18,7,5,12,14,12
1466,HOU,OKC,12/25/2017,240,L,107,35,81,43.2,12,37,32.4,25,31,80.6,12,26,38,23,11,4,14,20,-5
1467,OKC,HOU,12/25/2017,240,W,112,43,79,54.4,8,18,44.4,18,23,78.3,9,31,40,21,9,10,15,20,5
1468,BOS,WAS,12/25/2017,240,L,103,39,81,48.1,14,29,48.3,11,17,64.7,8,37,45,20,2,4,17,23,-8
1469,WAS,BOS,12/25/2017,240,W,111,43,93,46.2,6,26,23.1,19,28,67.9,14,33,47,26,6,4,9,17,8
1470,PHI,NYK,12/25/2017,240,W,105,35,82,42.7,10,28,35.7,25,30,83.3,12,36,48,21,7,7,15,22,7
1471,NYK,PHI,12/25/2017,240,L,98,38,94,40.4,4,15,26.7,18,28,64.3,18,27,45,18,7,5,13,21,-7
1472,MIN,LAL,12/25/2017,240,W,121,49,84,58.3,11,32,34.4,12,14,85.7,7,35,42,30,9,4,15,13,17
1473,LAL,MIN,12/25/2017,240,L,104,40,92,43.5,10,30,33.3,14,20,70.0,13,24,37,21,10,1,12,16,-17
1474,CLE,GSW,12/25/2017,240,L,92,28,88,31.8,15,36,41.7,21,25,84.0,19,31,50,12,8,0,14,19,-7
1475,GSW,CLE,12/25/2017,240,W,99,38,82,46.3,10,37,27.0,13,17,76.5,10,37,47,28,7,7,15,18,7
1476,MEM,LAC,12/23/2017,240,W,115,40,90,44.4,13,31,41.9,22,25,88.0,15,32,47,28,5,5,10,26,3
1477,LAC,MEM,12/23/2017,240,L,112,39,79,49.4,13,34,38.2,21,28,75.0,5,31,36,14,4,7,11,22,-3
1478,TOR,PHI,12/23/2017,240,W,102,35,85,41.2,9,27,33.3,23,26,88.5,7,36,43,18,15,6,18,20,16
1479,PHI,TOR,12/23/2017,240,L,86,33,80,41.3,7,27,25.9,13,20,65.0,7,34,41,19,10,7,23,23,-16
1480,ORL,WAS,12/23/2017,240,L,103,42,87,48.3,8,26,30.8,11,17,64.7,4,24,28,17,7,3,12,22,-27
1481,WAS,ORL,12/23/2017,240,W,130,47,86,54.7,16,30,53.3,20,23,87.0,12,37,49,29,5,2,17,18,27
1482,MIL,CHA,12/23/2017,240,L,106,42,87,48.3,8,26,30.8,14,17,82.4,7,28,35,25,4,2,9,32,-5
1483,CHA,MIL,12/23/2017,240,W,111,36,74,48.6,9,21,42.9,30,40,75.0,9,34,43,22,2,7,17,20,5
1484,SAC,SAS,12/23/2017,240,L,99,40,86,46.5,12,22,54.5,7,11,63.6,9,33,42,21,2,2,10,17,-9
1485,SAS,SAC,12/23/2017,240,W,108,44,88,50.0,11,23,47.8,9,11,81.8,7,37,44,29,3,1,8,11,9
1486,ATL,DAL,12/23/2017,240,W,112,42,75,56.0,10,24,41.7,18,22,81.8,6,32,38,29,5,2,15,19,5
1487,DAL,ATL,12/23/2017,240,L,107,43,85,50.6,9,33,27.3,12,15,80.0,7,23,30,31,8,3,11,17,-5
1488,BKN,IND,12/23/2017,265,L,119,42,98,42.9,16,36,44.4,19,25,76.0,18,33,51,24,2,2,14,20,-4
1489,IND,BKN,12/23/2017,265,W,123,47,90,52.2,10,23,43.5,19,24,79.2,7,34,41,31,8,9,9,25,4
1490,OKC,UTA,12/23/2017,240,W,103,39,88,44.3,12,29,41.4,13,16,81.3,15,30,45,18,9,5,8,16,14
1491,UTA,OKC,12/23/2017,240,L,89,33,72,45.8,6,26,23.1,17,20,85.0,6,31,37,16,3,2,14,13,-14
1492,NOP,MIA,12/23/2017,240,W,109,39,73,53.4,15,25,60.0,16,19,84.2,6,31,37,27,5,10,14,20,15
1493,MIA,NOP,12/23/2017,240,L,94,36,85,42.4,10,32,31.3,12,15,80.0,13,25,38,18,4,3,14,19,-15
1494,BOS,CHI,12/23/2017,240,W,117,44,92,47.8,12,32,37.5,17,21,81.0,8,38,46,29,9,5,6,18,25
1495,CHI,BOS,12/23/2017,240,L,92,34,86,39.5,7,19,36.8,17,25,68.0,12,39,51,24,4,2,15,16,-25
1496,PHX,MIN,12/23/2017,240,L,106,40,86,46.5,11,32,34.4,15,24,62.5,9,27,36,24,5,4,13,22,-9
1497,MIN,PHX,12/23/2017,240,W,115,42,84,50.0,6,16,37.5,25,29,86.2,13,34,47,18,6,6,14,21,9
1498,LAL,POR,12/23/2017,240,L,92,36,85,42.4,8,25,32.0,12,20,60.0,11,44,55,23,8,3,17,22,-3
1499,POR,LAL,12/23/2017,240,W,95,39,95,41.1,10,25,40.0,7,14,50.0,9,38,47,19,7,8,11,15,3
1500,GSW,DEN,12/23/2017,240,L,81,32,84,38.1,3,27,11.1,14,17,82.4,11,27,38,25,14,8,18,14,-15
1501,DEN,GSW,12/23/2017,240,W,96,38,82,46.3,7,28,25.0,13,15,86.7,10,35,45,25,10,4,19,14,15
1502,OKC,ATL,12/22/2017,240,W,120,44,82,53.7,13,25,52.0,19,31,61.3,15,25,40,24,11,5,19,18,3
1503,ATL,OKC,12/22/2017,240,L,117,44,85,51.8,15,32,46.9,14,17,82.4,7,20,27,28,12,3,17,24,-3
1504,MIL,CHA,12/22/2017,240,W,109,41,87,47.1,8,29,27.6,19,23,82.6,6,37,43,27,7,5,8,16,5
1505,CHA,MIL,12/22/2017,240,L,104,39,88,44.3,12,26,46.2,14,17,82.4,9,34,43,21,4,7,9,18,-5
1506,POR,DEN,12/22/2017,240,L,85,35,83,42.2,6,22,27.3,9,16,56.3,10,24,34,15,6,4,10,19,-17
1507,DEN,POR,12/22/2017,240,W,102,42,85,49.4,7,25,28.0,11,15,73.3,16,33,49,19,4,10,14,13,17
1508,NYK,DET,12/22/2017,240,L,101,44,97,45.4,8,24,33.3,5,6,83.3,16,35,51,25,6,9,15,20,-3
1509,DET,NYK,12/22/2017,240,W,104,38,88,43.2,10,25,40.0,18,25,72.0,15,29,44,19,8,5,12,11,3
1510,MIA,DAL,12/22/2017,240,W,113,46,72,63.9,16,25,64.0,5,6,83.3,2,33,35,25,3,3,12,15,12
1511,DAL,MIA,12/22/2017,240,L,101,38,75,50.7,17,35,48.6,8,11,72.7,3,19,22,28,5,2,8,12,-12
1512,LAC,HOU,12/22/2017,240,W,128,43,91,47.3,18,42,42.9,24,31,77.4,9,29,38,24,8,5,8,25,10
1513,HOU,LAC,12/22/2017,240,L,118,36,78,46.2,17,40,42.5,29,35,82.9,9,34,43,16,4,4,18,26,-10
1514,NOP,ORL,12/22/2017,240,W,111,43,86,50.0,10,30,33.3,15,24,62.5,11,37,48,23,10,2,15,25,14
1515,ORL,NOP,12/22/2017,240,L,97,36,85,42.4,4,20,20.0,21,29,72.4,10,30,40,16,7,2,14,19,-14
1516,WAS,BKN,12/22/2017,240,L,84,34,93,36.6,5,20,25.0,11,15,73.3,7,28,35,22,7,1,7,18,-35
1517,BKN,WAS,12/22/2017,240,W,119,44,88,50.0,14,41,34.1,17,21,81.0,13,47,60,29,4,4,18,17,35
1518,GSW,LAL,12/22/2017,240,W,113,42,85,49.4,7,24,29.2,22,27,81.5,10,32,42,24,9,13,16,17,7
1519,LAL,GSW,12/22/2017,240,L,106,40,94,42.6,11,29,37.9,15,22,68.2,15,31,46,22,11,5,17,23,-7
1520,UTA,SAS,12/21/2017,240,W,100,34,74,45.9,12,26,46.2,20,24,83.3,5,36,41,18,7,4,15,18,11
1521,SAS,UTA,12/21/2017,240,L,89,34,78,43.6,10,21,47.6,11,16,68.8,5,33,38,14,7,3,14,21,-11
1522,CHI,CLE,12/21/2017,240,L,112,47,85,55.3,12,31,38.7,6,8,75.0,5,30,35,34,8,1,14,19,-3
1523,CLE,CHI,12/21/2017,240,W,115,42,82,51.2,12,29,41.4,19,22,86.4,7,28,35,25,10,3,12,14,3
1524,PHX,MEM,12/21/2017,240,W,97,33,81,40.7,10,26,38.5,21,27,77.8,12,32,44,21,4,1,10,17,2
1525,MEM,PHX,12/21/2017,240,L,95,39,90,43.3,5,26,19.2,12,16,75.0,15,35,50,15,5,7,10,22,-2
1526,NYK,BOS,12/21/2017,240,W,102,36,79,45.6,8,14,57.1,22,26,84.6,11,38,49,13,8,3,17,20,9
1527,BOS,NYK,12/21/2017,240,L,93,33,86,38.4,13,38,34.2,14,19,73.7,9,26,35,17,11,1,10,20,-9
1528,PHI,TOR,12/21/2017,240,L,109,45,86,52.3,9,29,31.0,10,14,71.4,13,27,40,27,14,6,24,27,-5
1529,TOR,PHI,12/21/2017,240,W,114,35,85,41.2,12,35,34.3,32,35,91.4,19,26,45,18,14,6,22,19,5
1530,UTA,OKC,12/20/2017,240,L,79,26,73,35.6,7,31,22.6,20,27,74.1,11,28,39,13,6,3,19,15,-28
1531,OKC,UTA,12/20/2017,240,W,107,40,77,51.9,8,23,34.8,19,22,86.4,8,34,42,23,15,5,14,26,28
1532,CHA,TOR,12/20/2017,240,L,111,39,85,45.9,7,23,30.4,26,35,74.3,8,31,39,21,10,6,12,18,-18
1533,TOR,CHA,12/20/2017,240,W,129,49,91,53.8,16,33,48.5,15,18,83.3,10,33,43,35,6,7,14,27,18
1534,MIN,DEN,12/20/2017,240,W,112,43,87,49.4,8,24,33.3,18,19,94.7,8,29,37,28,12,2,9,20,8
1535,DEN,MIN,12/20/2017,240,L,104,36,72,50.0,13,28,46.4,19,24,79.2,8,34,42,27,6,5,22,18,-8
1536,IND,ATL,12/20/2017,240,W,105,40,82,48.8,7,21,33.3,18,19,94.7,8,29,37,19,5,5,10,18,10
1537,ATL,IND,12/20/2017,240,L,95,35,81,43.2,8,29,27.6,17,20,85.0,11,32,43,27,5,6,14,17,-10
1538,DAL,DET,12/20/2017,240,W,110,40,75,53.3,14,30,46.7,16,20,80.0,4,33,37,22,6,7,12,17,17
1539,DET,DAL,12/20/2017,240,L,93,33,77,42.9,7,24,29.2,20,22,90.9,6,32,38,19,4,2,13,19,-17
1540,SAS,POR,12/20/2017,240,W,93,41,79,51.9,6,17,35.3,5,6,83.3,9,44,53,17,7,9,23,16,2
1541,POR,SAS,12/20/2017,240,L,91,38,96,39.6,6,25,24.0,9,14,64.3,12,25,37,18,13,2,9,14,-2
1542,HOU,LAL,12/20/2017,240,L,116,37,90,41.1,17,42,40.5,25,32,78.1,12,35,47,19,7,5,15,30,-6
1543,LAL,HOU,12/20/2017,240,W,122,40,85,47.1,15,35,42.9,27,43,62.8,10,37,47,27,8,5,10,25,6
1544,LAC,PHX,12/20/2017,240,W,108,41,87,47.1,10,30,33.3,16,24,66.7,9,41,50,22,1,4,9,19,13
1545,PHX,LAC,12/20/2017,240,L,95,35,97,36.1,8,35,22.9,17,19,89.5,14,36,50,22,3,3,10,25,-13
1546,BOS,MIA,12/20/2017,240,L,89,30,80,37.5,13,32,40.6,16,21,76.2,5,39,44,18,5,5,10,22,-1
1547,MIA,BOS,12/20/2017,240,W,90,33,75,44.0,10,28,35.7,14,25,56.0,6,40,46,23,6,3,15,16,1
1548,SAC,BKN,12/20/2017,240,W,104,40,82,48.8,7,19,36.8,17,20,85.0,13,35,48,14,4,4,14,19,5
1549,BKN,SAC,12/20/2017,240,L,99,32,82,39.0,15,42,35.7,20,23,87.0,14,24,38,15,5,7,11,19,-5
1550,CHI,ORL,12/20/2017,240,W,112,44,87,50.6,11,32,34.4,13,14,92.9,9,42,51,31,6,8,13,23,18
1551,ORL,CHI,12/20/2017,240,L,94,35,89,39.3,5,27,18.5,19,23,82.6,6,29,35,23,5,1,9,15,-18
1552,GSW,MEM,12/20/2017,240,W,97,34,74,45.9,7,21,33.3,22,25,88.0,14,30,44,26,9,8,16,19,13
1553,MEM,GSW,12/20/2017,240,L,84,28,84,33.3,12,31,38.7,16,19,84.2,15,26,41,20,10,6,17,23,-13
1554,NOP,WAS,12/19/2017,240,L,106,34,80,42.5,5,20,25.0,33,40,82.5,11,31,42,20,7,1,16,16,-10
1555,WAS,NOP,12/19/2017,240,W,116,46,92,50.0,14,35,40.0,10,14,71.4,10,34,44,29,8,3,16,31,10
1556,CLE,MIL,12/19/2017,240,L,116,40,80,50.0,16,41,39.0,20,24,83.3,7,30,37,26,9,3,14,20,-3
1557,MIL,CLE,12/19/2017,240,W,119,43,82,52.4,11,29,37.9,22,27,81.5,8,32,40,27,12,3,14,18,3
1558,SAC,PHI,12/19/2017,240,W,101,41,91,45.1,7,27,25.9,12,23,52.2,9,30,39,21,11,6,12,20,6
1559,PHI,SAC,12/19/2017,240,L,95,34,81,42.0,10,35,28.6,17,24,70.8,13,40,53,21,7,6,20,19,-6
1560,OKC,DEN,12/18/2017,240,W,95,39,81,48.1,7,24,29.2,10,15,66.7,6,34,40,13,9,5,10,13,1
1561,DEN,OKC,12/18/2017,240,L,94,37,86,43.0,12,37,32.4,8,12,66.7,8,37,45,21,8,3,12,18,-1
1562,NYK,CHA,12/18/2017,240,L,91,36,86,41.9,3,18,16.7,16,20,80.0,10,27,37,21,10,5,17,16,-18
1563,CHA,NYK,12/18/2017,240,W,109,43,88,48.9,9,20,45.0,14,16,87.5,12,35,47,30,10,6,19,16,18
1564,POR,MIN,12/18/2017,240,L,107,46,84,54.8,10,24,41.7,5,5,100,7,33,40,26,6,8,17,19,-1
1565,MIN,POR,12/18/2017,240,W,108,42,91,46.2,7,19,36.8,17,21,81.0,11,21,32,19,6,2,10,14,1
1566,ATL,MIA,12/18/2017,240,W,110,38,83,45.8,8,22,36.4,26,31,83.9,10,29,39,25,8,6,13,23,6
1567,MIA,ATL,12/18/2017,240,L,104,36,79,45.6,7,25,28.0,25,30,83.3,8,34,42,19,9,6,19,28,-6
1568,PHX,DAL,12/18/2017,240,W,97,35,79,44.3,10,25,40.0,17,22,77.3,7,42,49,17,9,6,19,25,6
1569,DAL,PHX,12/18/2017,240,L,91,32,88,36.4,11,37,29.7,16,17,94.1,8,34,42,21,10,5,15,18,-6
1570,BOS,IND,12/18/2017,240,W,112,44,79,55.7,16,26,61.5,8,14,57.1,6,32,38,26,6,4,20,31,1
1571,IND,BOS,12/18/2017,240,L,111,37,79,46.8,7,21,33.3,30,38,78.9,9,29,38,14,12,3,13,16,-1
1572,UTA,HOU,12/18/2017,240,L,99,42,91,46.2,8,27,29.6,7,8,87.5,5,27,32,17,12,1,6,22,-21
1573,HOU,UTA,12/18/2017,240,W,120,40,77,51.9,17,43,39.5,23,27,85.2,12,40,52,25,5,7,14,13,21
1574,CHI,PHI,12/18/2017,240,W,117,44,92,47.8,13,28,46.4,16,19,84.2,5,34,39,27,9,7,16,16,2
1575,PHI,CHI,12/18/2017,240,L,115,44,91,48.4,14,33,42.4,13,18,72.2,9,38,47,30,9,8,20,23,-2
1576,LAL,GSW,12/18/2017,265,L,114,41,92,44.6,10,25,40.0,22,35,62.9,7,38,45,23,9,9,12,26,-2
1577,GSW,LAL,12/18/2017,265,W,116,43,107,40.2,11,34,32.4,19,21,90.5,15,46,61,25,6,10,15,26,2
1578,LAC,SAS,12/18/2017,240,L,91,37,84,44.0,9,29,31.0,8,16,50.0,8,34,42,21,12,4,18,23,-18
1579,SAS,LAC,12/18/2017,240,W,109,40,82,48.8,9,24,37.5,20,25,80.0,8,37,45,22,7,4,18,19,18
1580,TOR,SAC,12/17/2017,240,W,108,36,85,42.4,13,30,43.3,23,28,82.1,12,34,46,20,8,9,12,13,15
1581,SAC,TOR,12/17/2017,240,L,93,38,81,46.9,11,26,42.3,6,8,75.0,6,26,32,25,9,9,17,19,-15
1582,CLE,WAS,12/17/2017,240,W,106,41,87,47.1,14,34,41.2,10,12,83.3,4,38,42,24,6,4,9,16,7
1583,WAS,CLE,12/17/2017,240,L,99,39,91,42.9,12,33,36.4,9,16,56.3,13,38,51,20,4,5,10,18,-7
1584,ORL,DET,12/17/2017,240,L,110,41,85,48.2,17,33,51.5,11,17,64.7,8,32,40,27,6,4,17,16,-4
1585,DET,ORL,12/17/2017,240,W,114,42,89,47.2,17,34,50.0,13,16,81.3,7,32,39,27,11,3,13,17,4
1586,IND,BKN,12/17/2017,240,W,109,43,76,56.6,8,18,44.4,15,19,78.9,6,37,43,21,6,7,15,20,12
1587,BKN,IND,12/17/2017,240,L,97,34,81,42.0,12,33,36.4,17,21,81.0,7,22,29,26,7,2,12,17,-12
1588,MEM,BOS,12/16/2017,240,L,93,32,79,40.5,14,34,41.2,15,17,88.2,10,28,38,18,8,3,14,19,-9
1589,BOS,MEM,12/16/2017,240,W,102,39,80,48.8,14,30,46.7,10,14,71.4,14,28,42,21,6,6,17,19,9
1590,PHX,MIN,12/16/2017,240,W,108,33,72,45.8,11,24,45.8,31,35,88.6,13,39,52,22,4,3,27,21,2
1591,MIN,PHX,12/16/2017,240,L,106,40,95,42.1,9,27,33.3,17,24,70.8,10,21,31,21,14,8,7,19,-2
1592,POR,CHA,12/16/2017,240,W,93,37,79,46.8,10,24,41.7,9,18,50.0,5,42,47,19,2,3,20,21,2
1593,CHA,POR,12/16/2017,240,L,91,33,96,34.4,7,31,22.6,18,28,64.3,13,38,51,18,9,3,7,21,-2
1594,MIA,LAC,12/16/2017,240,W,90,31,82,37.8,12,35,34.3,16,21,76.2,9,28,37,22,10,8,9,15,5
1595,LAC,MIA,12/16/2017,240,L,85,35,80,43.8,8,28,28.6,7,14,50.0,12,34,46,18,3,5,18,22,-5
1596,MIL,HOU,12/16/2017,240,L,111,38,82,46.3,8,27,29.6,27,33,81.8,8,32,40,17,12,7,14,34,-4
1597,HOU,MIL,12/16/2017,240,W,115,35,76,46.1,11,35,31.4,34,42,81.0,4,34,38,16,7,4,15,23,4
1598,CLE,UTA,12/16/2017,240,W,109,42,79,53.2,10,22,45.5,15,17,88.2,8,33,41,30,9,1,12,15,9
1599,UTA,CLE,12/16/2017,240,L,100,37,81,45.7,17,34,50.0,9,14,64.3,11,27,38,24,9,7,12,14,-9
1600,OKC,NYK,12/16/2017,240,L,96,36,85,42.4,12,27,44.4,12,20,60.0,16,26,42,18,9,7,14,22,-15
1601,NYK,OKC,12/16/2017,240,W,111,38,69,55.1,14,23,60.9,21,26,80.8,6,29,35,21,9,3,16,22,15
1602,SAS,DAL,12/16/2017,240,W,98,39,86,45.3,5,25,20.0,15,18,83.3,9,32,41,14,5,2,7,14,2
1603,DAL,SAS,12/16/2017,240,L,96,39,80,48.8,10,28,35.7,8,9,88.9,4,34,38,23,4,4,10,16,-2
1604,BKN,TOR,12/15/2017,240,L,87,32,76,42.1,7,23,30.4,16,19,84.2,6,31,37,15,4,1,24,14,-33
1605,TOR,BKN,12/15/2017,240,W,120,54,97,55.7,7,28,25.0,5,9,55.6,11,34,45,26,11,5,10,16,33
1606,MEM,ATL,12/15/2017,240,W,96,36,78,46.2,12,25,48.0,12,17,70.6,10,33,43,21,12,6,22,24,2
1607,ATL,MEM,12/15/2017,240,L,94,34,77,44.2,12,31,38.7,14,16,87.5,7,28,35,27,12,5,17,19,-2
1608,WAS,LAC,12/15/2017,240,W,100,39,88,44.3,7,31,22.6,15,23,65.2,11,39,50,21,12,7,19,26,9
1609,LAC,WAS,12/15/2017,240,L,91,33,86,38.4,7,24,29.2,18,29,62.1,12,35,47,17,12,6,20,20,-9
1610,CHA,MIA,12/15/2017,240,L,98,34,83,41.0,10,27,37.0,20,27,74.1,11,31,42,21,7,1,17,14,-6
1611,MIA,CHA,12/15/2017,240,W,104,39,78,50.0,11,31,35.5,15,17,88.2,5,35,40,25,10,8,18,23,6
1612,NOP,DEN,12/15/2017,265,L,111,43,91,47.3,15,34,44.1,10,14,71.4,7,35,42,27,8,8,20,15,-6
1613,DEN,NOP,12/15/2017,265,W,117,46,100,46.0,16,36,44.4,9,14,64.3,11,37,48,30,12,4,15,17,6
1614,IND,DET,12/15/2017,240,L,98,35,87,40.2,9,30,30.0,19,25,76.0,15,36,51,21,6,4,14,15,-6
1615,DET,IND,12/15/2017,240,W,104,39,93,41.9,13,32,40.6,13,17,76.5,11,33,44,22,7,10,9,22,6
1616,MIL,CHI,12/15/2017,240,L,109,40,83,48.2,9,33,27.3,20,29,69.0,9,34,43,24,6,5,11,24,-6
1617,CHI,MIL,12/15/2017,240,W,115,42,86,48.8,8,22,36.4,23,35,65.7,14,36,50,24,8,0,12,26,6
1618,HOU,SAS,12/15/2017,240,W,124,43,91,47.3,18,50,36.0,20,25,80.0,12,33,45,20,15,3,14,16,15
1619,SAS,HOU,12/15/2017,240,L,109,46,94,48.9,10,26,38.5,7,13,53.8,12,27,39,22,10,5,17,17,-15
1620,ORL,POR,12/15/2017,240,L,88,32,84,38.1,10,29,34.5,14,19,73.7,8,37,45,15,7,3,16,18,-7
1621,POR,ORL,12/15/2017,240,W,95,37,86,43.0,8,18,44.4,13,15,86.7,6,39,45,18,7,9,15,20,7
1622,BOS,UTA,12/15/2017,240,L,95,35,86,40.7,9,31,29.0,16,19,84.2,2,29,31,20,10,5,9,18,-12
1623,UTA,BOS,12/15/2017,240,W,107,40,83,48.2,13,25,52.0,14,18,77.8,9,46,55,19,6,2,16,20,12
1624,OKC,PHI,12/15/2017,315,W,119,47,113,41.6,15,35,42.9,10,19,52.6,18,42,60,28,10,5,18,21,2
